"TerminalReward","Model"
180,"greedy"
160,"greedy"
131,"greedy"
177,"greedy"
128,"greedy"
179,"greedy"
161,"greedy"
159,"greedy"
177,"greedy"
160,"greedy"
177,"greedy"
133,"greedy"
171,"greedy"
176,"greedy"
177,"greedy"
157,"greedy"
160,"greedy"
175,"greedy"
178,"greedy"
152,"greedy"
177,"greedy"
180,"greedy"
180,"greedy"
180,"greedy"
180,"greedy"
173,"greedy"
180,"greedy"
139,"greedy"
180,"greedy"
164,"greedy"
176,"greedy"
175,"greedy"
179,"greedy"
160,"greedy"
132,"greedy"
180,"greedy"
107,"greedy"
177,"greedy"
177,"greedy"
155,"greedy"
180,"greedy"
155,"greedy"
127,"greedy"
180,"greedy"
155,"greedy"
158,"greedy"
157,"greedy"
174,"greedy"
130,"greedy"
155,"greedy"
135,"greedy"
135,"greedy"
179,"greedy"
180,"greedy"
180,"greedy"
135,"greedy"
173,"greedy"
180,"greedy"
176,"greedy"
155,"greedy"
175,"greedy"
176,"greedy"
175,"greedy"
157,"greedy"
180,"greedy"
160,"greedy"
160,"greedy"
140,"greedy"
164,"greedy"
156,"greedy"
159,"greedy"
180,"greedy"
130,"greedy"
178,"greedy"
177,"greedy"
178,"greedy"
115,"greedy"
155,"greedy"
178,"greedy"
155,"greedy"
177,"greedy"
162,"greedy"
165,"greedy"
180,"greedy"
130,"greedy"
155,"greedy"
155,"greedy"
180,"greedy"
161,"greedy"
160,"greedy"
160,"greedy"
180,"greedy"
159,"greedy"
176,"greedy"
180,"greedy"
180,"greedy"
160,"greedy"
173,"greedy"
160,"greedy"
180,"greedy"
155,"greedy"
180,"greedy"
176,"greedy"
175,"greedy"
176,"greedy"
176,"greedy"
112,"greedy"
132,"greedy"
155,"greedy"
150,"greedy"
130,"greedy"
179,"greedy"
150,"greedy"
168,"greedy"
180,"greedy"
180,"greedy"
175,"greedy"
176,"greedy"
164,"greedy"
179,"greedy"
180,"greedy"
175,"greedy"
155,"greedy"
179,"greedy"
156,"greedy"
160,"greedy"
179,"greedy"
180,"greedy"
155,"greedy"
180,"greedy"
180,"greedy"
180,"greedy"
175,"greedy"
180,"greedy"
179,"greedy"
176,"greedy"
130,"greedy"
179,"greedy"
152,"greedy"
175,"greedy"
178,"greedy"
155,"greedy"
176,"greedy"
132,"greedy"
164,"greedy"
160,"greedy"
174,"greedy"
171,"greedy"
144,"greedy"
178,"greedy"
175,"greedy"
114,"greedy"
177,"greedy"
180,"greedy"
140,"greedy"
177,"greedy"
160,"greedy"
135,"greedy"
180,"greedy"
152,"greedy"
172,"greedy"
180,"greedy"
177,"greedy"
168,"greedy"
175,"greedy"
156,"greedy"
157,"greedy"
175,"greedy"
168,"greedy"
135,"greedy"
130,"greedy"
180,"greedy"
119,"greedy"
179,"greedy"
164,"greedy"
140,"greedy"
150,"greedy"
178,"greedy"
164,"greedy"
180,"greedy"
178,"greedy"
171,"greedy"
179,"greedy"
180,"greedy"
160,"greedy"
175,"greedy"
135,"greedy"
180,"greedy"
180,"greedy"
147,"greedy"
180,"greedy"
177,"greedy"
180,"greedy"
162,"greedy"
173,"greedy"
156,"greedy"
178,"greedy"
180,"greedy"
164,"greedy"
180,"greedy"
174,"greedy"
153,"greedy"
180,"greedy"
175,"greedy"
177,"greedy"
115,"greedy"
165,"greedy"
114,"greedy"
176,"greedy"
176,"greedy"
174,"greedy"
180,"greedy"
180,"greedy"
180,"greedy"
105,"greedy"
177,"greedy"
161,"greedy"
168,"greedy"
160,"greedy"
135,"greedy"
160,"greedy"
160,"greedy"
151,"greedy"
119,"greedy"
135,"greedy"
174,"greedy"
160,"greedy"
178,"greedy"
175,"greedy"
155,"greedy"
168,"greedy"
155,"greedy"
180,"greedy"
175,"greedy"
176,"greedy"
175,"greedy"
176,"greedy"
155,"greedy"
152,"greedy"
172,"greedy"
164,"greedy"
177,"greedy"
180,"greedy"
180,"greedy"
168,"greedy"
131,"greedy"
174,"greedy"
177,"greedy"
161,"greedy"
156,"greedy"
175,"greedy"
140,"greedy"
180,"greedy"
155,"greedy"
175,"greedy"
171,"greedy"
160,"greedy"
131,"greedy"
160,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
173,"fl_myopic"
177,"fl_myopic"
159,"fl_myopic"
130,"fl_myopic"
166,"fl_myopic"
173,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
110,"fl_myopic"
160,"fl_myopic"
175,"fl_myopic"
177,"fl_myopic"
115,"fl_myopic"
178,"fl_myopic"
155,"fl_myopic"
175,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
177,"fl_myopic"
164,"fl_myopic"
110,"fl_myopic"
135,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
177,"fl_myopic"
110,"fl_myopic"
135,"fl_myopic"
164,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
177,"fl_myopic"
156,"fl_myopic"
171,"fl_myopic"
147,"fl_myopic"
164,"fl_myopic"
160,"fl_myopic"
164,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
110,"fl_myopic"
139,"fl_myopic"
180,"fl_myopic"
115,"fl_myopic"
115,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
159,"fl_myopic"
130,"fl_myopic"
173,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
131,"fl_myopic"
131,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
178,"fl_myopic"
168,"fl_myopic"
139,"fl_myopic"
115,"fl_myopic"
156,"fl_myopic"
175,"fl_myopic"
148,"fl_myopic"
159,"fl_myopic"
147,"fl_myopic"
173,"fl_myopic"
165,"fl_myopic"
172,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
115,"fl_myopic"
163,"fl_myopic"
111,"fl_myopic"
175,"fl_myopic"
177,"fl_myopic"
161,"fl_myopic"
136,"fl_myopic"
133,"fl_myopic"
171,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
155,"fl_myopic"
157,"fl_myopic"
178,"fl_myopic"
176,"fl_myopic"
156,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
171,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
177,"fl_myopic"
139,"fl_myopic"
178,"fl_myopic"
164,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
140,"fl_myopic"
173,"fl_myopic"
174,"fl_myopic"
160,"fl_myopic"
127,"fl_myopic"
125,"fl_myopic"
179,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
168,"fl_myopic"
164,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
172,"fl_myopic"
130,"fl_myopic"
180,"fl_myopic"
168,"fl_myopic"
158,"fl_myopic"
164,"fl_myopic"
174,"fl_myopic"
168,"fl_myopic"
135,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
176,"fl_myopic"
130,"fl_myopic"
176,"fl_myopic"
179,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
135,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
132,"fl_myopic"
177,"fl_myopic"
172,"fl_myopic"
179,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
132,"fl_myopic"
180,"fl_myopic"
149,"fl_myopic"
160,"fl_myopic"
164,"fl_myopic"
131,"fl_myopic"
177,"fl_myopic"
179,"fl_myopic"
178,"fl_myopic"
160,"fl_myopic"
179,"fl_myopic"
161,"fl_myopic"
153,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
151,"fl_myopic"
172,"fl_myopic"
163,"fl_myopic"
180,"fl_myopic"
110,"fl_myopic"
177,"fl_myopic"
135,"fl_myopic"
174,"fl_myopic"
177,"fl_myopic"
130,"fl_myopic"
162,"fl_myopic"
130,"fl_myopic"
131,"fl_myopic"
130,"fl_myopic"
180,"fl_myopic"
171,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
139,"fl_myopic"
177,"fl_myopic"
160,"fl_myopic"
136,"fl_myopic"
150,"fl_myopic"
119,"fl_myopic"
176,"fl_myopic"
130,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
155,"fl_myopic"
165,"fl_myopic"
177,"fl_myopic"
170,"fl_myopic"
160,"fl_myopic"
144,"fl_myopic"
180,"fl_myopic"
147,"fl_myopic"
164,"fl_myopic"
110,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
178,"fl_myopic"
126,"fl_myopic"
164,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
164,"fl_myopic"
175,"fl_myopic"
174,"fl_myopic"
151,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
162,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
151,"fl_myopic"
155,"fl_myopic"
179,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
157,"fl_myopic"
173,"fl_myopic"
175,"fl_myopic"
168,"fl_myopic"
160,"fl_myopic"
158,"fl_myopic"
135,"fl_myopic"
155,"fl_myopic"
172,"fl_myopic"
160,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
164,"fl_myopic"
160,"fl_myopic"
110,"fl_myopic"
164,"fl_myopic"
178,"fl_myopic"
168,"fl_myopic"
176,"fl_myopic"
147,"fl_myopic"
132,"fl_myopic"
177,"fl_myopic"
168,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
156,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
173,"fl_myopic"
157,"fl_myopic"
164,"fl_myopic"
164,"fl_myopic"
135,"fl_myopic"
159,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
164,"fl_myopic"
153,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
131,"fl_myopic"
151,"fl_myopic"
173,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
140,"fl_myopic"
172,"fl_myopic"
175,"fl_myopic"
178,"fl_myopic"
178,"fl_myopic"
168,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
160,"fl_myopic"
132,"fl_myopic"
176,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
164,"fl_myopic"
166,"fl_myopic"
176,"fl_myopic"
176,"fl_myopic"
175,"fl_myopic"
162,"fl_myopic"
163,"fl_myopic"
144,"fl_myopic"
105,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
155,"fl_myopic"
168,"fl_myopic"
176,"fl_myopic"
135,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
139,"fl_myopic"
133,"fl_myopic"
155,"fl_myopic"
177,"fl_myopic"
150,"fl_myopic"
164,"fl_myopic"
162,"fl_myopic"
180,"fl_myopic"
172,"fl_myopic"
177,"fl_myopic"
150,"fl_myopic"
180,"fl_myopic"
154,"fl_myopic"
164,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
131,"fl_myopic"
127,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
160,"fl_myopic"
156,"fl_myopic"
168,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
160,"fl_myopic"
178,"fl_myopic"
135,"fl_myopic"
130,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
100,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
132,"fl_myopic"
176,"fl_myopic"
157,"fl_myopic"
180,"fl_myopic"
101,"fl_myopic"
135,"fl_myopic"
161,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
168,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
168,"fl_myopic"
135,"fl_myopic"
180,"fl_myopic"
157,"fl_myopic"
155,"fl_myopic"
135,"fl_myopic"
178,"fl_myopic"
110,"fl_myopic"
176,"fl_myopic"
158,"fl_myopic"
175,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
164,"fl_myopic"
151,"fl_myopic"
175,"fl_myopic"
132,"fl_myopic"
152,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
175,"fl_myopic"
164,"fl_myopic"
168,"fl_myopic"
160,"fl_myopic"
160,"fl_myopic"
157,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
152,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
155,"fl_myopic"
147,"fl_myopic"
175,"fl_myopic"
177,"fl_myopic"
178,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
132,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
155,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
155,"fl_myopic"
160,"fl_myopic"
164,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
173,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
177,"fl_myopic"
164,"fl_myopic"
178,"fl_myopic"
164,"fl_myopic"
180,"fl_myopic"
173,"fl_myopic"
132,"fl_myopic"
165,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
168,"fl_myopic"
176,"fl_myopic"
175,"fl_myopic"
173,"fl_myopic"
135,"fl_myopic"
135,"fl_myopic"
164,"fl_myopic"
156,"fl_myopic"
165,"fl_myopic"
159,"fl_myopic"
153,"fl_myopic"
170,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
161,"fl_myopic"
174,"fl_myopic"
172,"fl_myopic"
131,"fl_myopic"
179,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
172,"fl_myopic"
178,"fl_myopic"
177,"fl_myopic"
140,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
178,"fl_myopic"
176,"fl_myopic"
168,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
163,"fl_myopic"
152,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
176,"fl_myopic"
158,"fl_myopic"
168,"fl_myopic"
135,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
135,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
168,"fl_myopic"
163,"fl_myopic"
135,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
164,"fl_myopic"
147,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
155,"fl_myopic"
159,"fl_myopic"
176,"fl_myopic"
126,"fl_myopic"
131,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
161,"fl_myopic"
160,"fl_myopic"
164,"fl_myopic"
162,"fl_myopic"
135,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
155,"fl_myopic"
155,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
153,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
163,"fl_myopic"
135,"fl_myopic"
155,"fl_myopic"
172,"fl_myopic"
155,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
119,"fl_myopic"
179,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
166,"fl_myopic"
133,"fl_myopic"
135,"fl_myopic"
153,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
152,"fl_myopic"
175,"fl_myopic"
163,"fl_myopic"
150,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
168,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
133,"fl_myopic"
178,"fl_myopic"
176,"fl_myopic"
150,"fl_myopic"
164,"fl_myopic"
179,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
179,"fl_myopic"
156,"fl_myopic"
175,"fl_myopic"
177,"fl_myopic"
176,"fl_myopic"
179,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
166,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
177,"fl_myopic"
135,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
173,"fl_myopic"
177,"fl_myopic"
160,"fl_myopic"
154,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
174,"fl_myopic"
164,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
160,"fl_myopic"
144,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
159,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
150,"fl_myopic"
107,"fl_myopic"
175,"fl_myopic"
156,"fl_myopic"
173,"fl_myopic"
135,"fl_myopic"
168,"fl_myopic"
160,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
151,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
135,"fl_myopic"
159,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
174,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
155,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
163,"fl_myopic"
131,"fl_myopic"
160,"fl_myopic"
164,"fl_myopic"
105,"fl_myopic"
172,"fl_myopic"
175,"fl_myopic"
164,"fl_myopic"
179,"fl_myopic"
176,"fl_myopic"
130,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
130,"fl_myopic"
155,"fl_myopic"
176,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
139,"fl_myopic"
135,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
162,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
156,"fl_myopic"
171,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
177,"fl_myopic"
155,"fl_myopic"
155,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
164,"fl_myopic"
175,"fl_myopic"
172,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
157,"fl_myopic"
179,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
153,"fl_myopic"
145,"fl_myopic"
152,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
168,"fl_myopic"
172,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
172,"fl_myopic"
152,"fl_myopic"
168,"fl_myopic"
163,"fl_myopic"
152,"fl_myopic"
155,"fl_myopic"
152,"fl_myopic"
173,"fl_myopic"
159,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
135,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
151,"fl_myopic"
168,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
156,"fl_myopic"
106,"fl_myopic"
171,"fl_myopic"
139,"fl_myopic"
131,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
175,"fl_myopic"
144,"fl_myopic"
156,"fl_myopic"
150,"fl_myopic"
175,"fl_myopic"
157,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
175,"fl_myopic"
150,"fl_myopic"
155,"fl_myopic"
179,"fl_myopic"
178,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
164,"fl_myopic"
177,"fl_myopic"
135,"fl_myopic"
130,"fl_myopic"
175,"fl_myopic"
176,"fl_myopic"
177,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
137,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
158,"fl_myopic"
170,"fl_myopic"
160,"fl_myopic"
176,"fl_myopic"
168,"fl_myopic"
180,"fl_myopic"
150,"fl_myopic"
164,"fl_myopic"
176,"fl_myopic"
171,"fl_myopic"
130,"fl_myopic"
129,"fl_myopic"
180,"fl_myopic"
131,"fl_myopic"
178,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
179,"fl_myopic"
135,"fl_myopic"
151,"fl_myopic"
151,"fl_myopic"
115,"fl_myopic"
130,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
140,"fl_myopic"
152,"fl_myopic"
155,"fl_myopic"
155,"fl_myopic"
160,"fl_myopic"
130,"fl_myopic"
180,"fl_myopic"
156,"fl_myopic"
173,"fl_myopic"
180,"fl_myopic"
110,"fl_myopic"
176,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
171,"fl_myopic"
156,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
155,"fl_myopic"
160,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
173,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
168,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
135,"fl_myopic"
160,"fl_myopic"
139,"fl_myopic"
160,"fl_myopic"
160,"fl_myopic"
155,"fl_myopic"
177,"fl_myopic"
159,"fl_myopic"
135,"fl_myopic"
180,"fl_myopic"
130,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
160,"fl_myopic"
164,"fl_myopic"
179,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
172,"fl_myopic"
180,"fl_myopic"
177,"fl_myopic"
150,"fl_myopic"
160,"fl_myopic"
139,"fl_myopic"
161,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
159,"fl_myopic"
159,"fl_myopic"
177,"fl_myopic"
155,"fl_myopic"
168,"fl_myopic"
172,"fl_myopic"
168,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
179,"fl_myopic"
90,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
171,"fl_myopic"
177,"fl_myopic"
158,"fl_myopic"
180,"fl_myopic"
160,"fl_myopic"
130,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
151,"fl_myopic"
176,"fl_myopic"
178,"fl_myopic"
158,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
180,"fl_myopic"
132,"fl_myopic"
174,"fl_myopic"
180,"fl_myopic"
144,"fl_myopic"
180,"fl_myopic"
152,"fl_myopic"
177,"fl_myopic"
180,"fl_myopic"
179,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
160,"fl_myopic"
168,"fl_myopic"
131,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
131,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
164,"fl_myopic"
133,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
163,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
171,"fl_myopic"
155,"fl_myopic"
177,"fl_myopic"
177,"fl_myopic"
135,"fl_myopic"
152,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
175,"fl_myopic"
160,"fl_myopic"
177,"fl_myopic"
175,"fl_myopic"
153,"fl_myopic"
176,"fl_myopic"
160,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
112,"fl_myopic"
159,"fl_myopic"
178,"fl_myopic"
159,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
135,"fl_myopic"
172,"fl_myopic"
160,"fl_myopic"
180,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
152,"fl_myopic"
180,"fl_myopic"
164,"fl_myopic"
176,"fl_myopic"
135,"fl_myopic"
180,"fl_myopic"
174,"fl_myopic"
177,"fl_myopic"
155,"fl_myopic"
174,"fl_myopic"
135,"fl_myopic"
168,"fl_myopic"
178,"fl_myopic"
160,"fl_myopic"
