"TerminalReward","Model"
188,"greedy"
170,"greedy"
155,"greedy"
188,"greedy"
112,"greedy"
188,"greedy"
174,"greedy"
123,"greedy"
188,"greedy"
182,"greedy"
188,"greedy"
118,"greedy"
163,"greedy"
170,"greedy"
127,"greedy"
145,"greedy"
182,"greedy"
188,"greedy"
188,"greedy"
154,"greedy"
188,"greedy"
188,"greedy"
188,"greedy"
188,"greedy"
173,"greedy"
188,"greedy"
154,"greedy"
184,"greedy"
176,"greedy"
169,"greedy"
124,"greedy"
119,"greedy"
163,"greedy"
82,"greedy"
176,"greedy"
170,"greedy"
145,"greedy"
124,"greedy"
188,"greedy"
176,"greedy"
188,"greedy"
124,"greedy"
176,"greedy"
178,"greedy"
173,"greedy"
173,"greedy"
166,"greedy"
180,"greedy"
169,"greedy"
188,"greedy"
168,"greedy"
161,"greedy"
127,"greedy"
180,"greedy"
124,"greedy"
176,"greedy"
176,"greedy"
180,"greedy"
170,"greedy"
173,"greedy"
127,"greedy"
90,"greedy"
179,"greedy"
182,"greedy"
151,"greedy"
176,"greedy"
154,"greedy"
182,"greedy"
159,"greedy"
167,"greedy"
184,"greedy"
127,"greedy"
167,"greedy"
180,"greedy"
84,"greedy"
127,"greedy"
169,"greedy"
164,"greedy"
188,"greedy"
157,"greedy"
188,"greedy"
169,"greedy"
178,"greedy"
129,"greedy"
167,"greedy"
188,"greedy"
90,"greedy"
124,"greedy"
184,"greedy"
182,"greedy"
188,"greedy"
173,"greedy"
179,"greedy"
102,"greedy"
188,"greedy"
127,"greedy"
106,"greedy"
127,"greedy"
151,"greedy"
176,"greedy"
124,"greedy"
188,"greedy"
112,"greedy"
112,"greedy"
176,"greedy"
77,"greedy"
112,"greedy"
118,"greedy"
180,"greedy"
179,"greedy"
161,"greedy"
188,"greedy"
116,"greedy"
186,"greedy"
188,"greedy"
173,"greedy"
179,"greedy"
182,"greedy"
166,"greedy"
188,"greedy"
116,"greedy"
179,"greedy"
129,"greedy"
188,"greedy"
180,"greedy"
151,"greedy"
163,"greedy"
165,"greedy"
124,"greedy"
176,"greedy"
176,"greedy"
154,"greedy"
173,"greedy"
188,"greedy"
106,"greedy"
180,"greedy"
167,"greedy"
180,"greedy"
101,"greedy"
179,"greedy"
124,"greedy"
178,"greedy"
188,"greedy"
176,"greedy"
182,"greedy"
120,"greedy"
124,"greedy"
163,"greedy"
159,"greedy"
173,"greedy"
178,"greedy"
164,"greedy"
188,"greedy"
146,"greedy"
167,"greedy"
154,"greedy"
188,"greedy"
176,"greedy"
173,"greedy"
154,"greedy"
176,"greedy"
127,"greedy"
173,"greedy"
186,"greedy"
93,"greedy"
167,"greedy"
164,"greedy"
173,"greedy"
186,"greedy"
167,"greedy"
167,"greedy"
188,"greedy"
172,"greedy"
188,"greedy"
174,"greedy"
152,"greedy"
163,"greedy"
188,"greedy"
144,"greedy"
188,"greedy"
188,"greedy"
178,"greedy"
127,"greedy"
98,"greedy"
148,"greedy"
179,"greedy"
140,"greedy"
188,"greedy"
124,"greedy"
186,"greedy"
124,"greedy"
188,"greedy"
188,"greedy"
170,"greedy"
146,"greedy"
178,"greedy"
170,"greedy"
129,"greedy"
184,"greedy"
188,"greedy"
154,"greedy"
178,"greedy"
178,"greedy"
109,"greedy"
139,"greedy"
170,"greedy"
186,"greedy"
145,"greedy"
182,"greedy"
182,"greedy"
188,"greedy"
176,"greedy"
173,"greedy"
188,"greedy"
161,"greedy"
117,"greedy"
184,"greedy"
178,"greedy"
178,"greedy"
119,"greedy"
170,"greedy"
170,"greedy"
188,"greedy"
172,"greedy"
176,"greedy"
170,"greedy"
160,"greedy"
188,"greedy"
178,"greedy"
188,"greedy"
186,"greedy"
118,"greedy"
90,"greedy"
112,"greedy"
178,"greedy"
188,"greedy"
188,"greedy"
136,"greedy"
151,"greedy"
163,"greedy"
172,"greedy"
91,"greedy"
155,"greedy"
127,"greedy"
124,"greedy"
129,"greedy"
182,"greedy"
178,"greedy"
184,"greedy"
182,"greedy"
179,"greedy"
100,"greedy"
173,"greedy"
127,"greedy"
99,"greedy"
124,"greedy"
124,"greedy"
176,"greedy"
182,"fl_myopic"
155,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
146,"fl_myopic"
170,"fl_myopic"
170,"fl_myopic"
157,"fl_myopic"
164,"fl_myopic"
176,"fl_myopic"
178,"fl_myopic"
178,"fl_myopic"
154,"fl_myopic"
153,"fl_myopic"
153,"fl_myopic"
115,"fl_myopic"
188,"fl_myopic"
180,"fl_myopic"
188,"fl_myopic"
172,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
174,"fl_myopic"
153,"fl_myopic"
182,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
184,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
148,"fl_myopic"
184,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
124,"fl_myopic"
188,"fl_myopic"
180,"fl_myopic"
179,"fl_myopic"
186,"fl_myopic"
159,"fl_myopic"
148,"fl_myopic"
120,"fl_myopic"
188,"fl_myopic"
120,"fl_myopic"
176,"fl_myopic"
184,"fl_myopic"
173,"fl_myopic"
170,"fl_myopic"
139,"fl_myopic"
169,"fl_myopic"
188,"fl_myopic"
179,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
165,"fl_myopic"
123,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
129,"fl_myopic"
165,"fl_myopic"
170,"fl_myopic"
188,"fl_myopic"
178,"fl_myopic"
184,"fl_myopic"
170,"fl_myopic"
188,"fl_myopic"
124,"fl_myopic"
155,"fl_myopic"
182,"fl_myopic"
182,"fl_myopic"
163,"fl_myopic"
178,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
112,"fl_myopic"
158,"fl_myopic"
173,"fl_myopic"
170,"fl_myopic"
163,"fl_myopic"
176,"fl_myopic"
184,"fl_myopic"
178,"fl_myopic"
139,"fl_myopic"
153,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
117,"fl_myopic"
180,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
173,"fl_myopic"
182,"fl_myopic"
161,"fl_myopic"
184,"fl_myopic"
176,"fl_myopic"
159,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
166,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
114,"fl_myopic"
154,"fl_myopic"
109,"fl_myopic"
124,"fl_myopic"
180,"fl_myopic"
154,"fl_myopic"
158,"fl_myopic"
184,"fl_myopic"
136,"fl_myopic"
188,"fl_myopic"
112,"fl_myopic"
99,"fl_myopic"
154,"fl_myopic"
160,"fl_myopic"
142,"fl_myopic"
106,"fl_myopic"
172,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
129,"fl_myopic"
161,"fl_myopic"
115,"fl_myopic"
136,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
154,"fl_myopic"
154,"fl_myopic"
188,"fl_myopic"
106,"fl_myopic"
171,"fl_myopic"
188,"fl_myopic"
179,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
182,"fl_myopic"
128,"fl_myopic"
176,"fl_myopic"
161,"fl_myopic"
179,"fl_myopic"
163,"fl_myopic"
162,"fl_myopic"
188,"fl_myopic"
182,"fl_myopic"
171,"fl_myopic"
188,"fl_myopic"
186,"fl_myopic"
182,"fl_myopic"
116,"fl_myopic"
94,"fl_myopic"
153,"fl_myopic"
188,"fl_myopic"
180,"fl_myopic"
114,"fl_myopic"
188,"fl_myopic"
153,"fl_myopic"
180,"fl_myopic"
166,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
136,"fl_myopic"
176,"fl_myopic"
170,"fl_myopic"
176,"fl_myopic"
172,"fl_myopic"
170,"fl_myopic"
164,"fl_myopic"
170,"fl_myopic"
188,"fl_myopic"
99,"fl_myopic"
184,"fl_myopic"
151,"fl_myopic"
148,"fl_myopic"
167,"fl_myopic"
180,"fl_myopic"
182,"fl_myopic"
188,"fl_myopic"
170,"fl_myopic"
151,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
184,"fl_myopic"
179,"fl_myopic"
172,"fl_myopic"
173,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
179,"fl_myopic"
170,"fl_myopic"
179,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
186,"fl_myopic"
163,"fl_myopic"
155,"fl_myopic"
83,"fl_myopic"
129,"fl_myopic"
188,"fl_myopic"
124,"fl_myopic"
184,"fl_myopic"
176,"fl_myopic"
124,"fl_myopic"
173,"fl_myopic"
163,"fl_myopic"
176,"fl_myopic"
161,"fl_myopic"
155,"fl_myopic"
157,"fl_myopic"
188,"fl_myopic"
148,"fl_myopic"
172,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
180,"fl_myopic"
179,"fl_myopic"
124,"fl_myopic"
178,"fl_myopic"
154,"fl_myopic"
188,"fl_myopic"
179,"fl_myopic"
161,"fl_myopic"
169,"fl_myopic"
178,"fl_myopic"
124,"fl_myopic"
178,"fl_myopic"
151,"fl_myopic"
90,"fl_myopic"
146,"fl_myopic"
188,"fl_myopic"
166,"fl_myopic"
154,"fl_myopic"
179,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
136,"fl_myopic"
176,"fl_myopic"
155,"fl_myopic"
144,"fl_myopic"
180,"fl_myopic"
142,"fl_myopic"
180,"fl_myopic"
188,"fl_myopic"
179,"fl_myopic"
146,"fl_myopic"
188,"fl_myopic"
167,"fl_myopic"
162,"fl_myopic"
176,"fl_myopic"
178,"fl_myopic"
170,"fl_myopic"
161,"fl_myopic"
164,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
143,"fl_myopic"
124,"fl_myopic"
172,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
179,"fl_myopic"
141,"fl_myopic"
172,"fl_myopic"
182,"fl_myopic"
154,"fl_myopic"
184,"fl_myopic"
188,"fl_myopic"
144,"fl_myopic"
170,"fl_myopic"
184,"fl_myopic"
188,"fl_myopic"
144,"fl_myopic"
163,"fl_myopic"
142,"fl_myopic"
154,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
119,"fl_myopic"
167,"fl_myopic"
131,"fl_myopic"
188,"fl_myopic"
184,"fl_myopic"
176,"fl_myopic"
146,"fl_myopic"
179,"fl_myopic"
178,"fl_myopic"
182,"fl_myopic"
188,"fl_myopic"
154,"fl_myopic"
163,"fl_myopic"
184,"fl_myopic"
188,"fl_myopic"
133,"fl_myopic"
182,"fl_myopic"
180,"fl_myopic"
188,"fl_myopic"
116,"fl_myopic"
163,"fl_myopic"
136,"fl_myopic"
154,"fl_myopic"
188,"fl_myopic"
178,"fl_myopic"
120,"fl_myopic"
138,"fl_myopic"
161,"fl_myopic"
116,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
186,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
143,"fl_myopic"
176,"fl_myopic"
172,"fl_myopic"
178,"fl_myopic"
150,"fl_myopic"
169,"fl_myopic"
179,"fl_myopic"
182,"fl_myopic"
188,"fl_myopic"
186,"fl_myopic"
124,"fl_myopic"
176,"fl_myopic"
106,"fl_myopic"
161,"fl_myopic"
178,"fl_myopic"
150,"fl_myopic"
176,"fl_myopic"
178,"fl_myopic"
163,"fl_myopic"
176,"fl_myopic"
184,"fl_myopic"
186,"fl_myopic"
188,"fl_myopic"
179,"fl_myopic"
188,"fl_myopic"
161,"fl_myopic"
106,"fl_myopic"
175,"fl_myopic"
184,"fl_myopic"
180,"fl_myopic"
180,"fl_myopic"
188,"fl_myopic"
169,"fl_myopic"
176,"fl_myopic"
158,"fl_myopic"
176,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
120,"fl_myopic"
170,"fl_myopic"
188,"fl_myopic"
180,"fl_myopic"
170,"fl_myopic"
186,"fl_myopic"
182,"fl_myopic"
188,"fl_myopic"
136,"fl_myopic"
136,"fl_myopic"
157,"fl_myopic"
136,"fl_myopic"
154,"fl_myopic"
153,"fl_myopic"
161,"fl_myopic"
173,"fl_myopic"
182,"fl_myopic"
176,"fl_myopic"
161,"fl_myopic"
182,"fl_myopic"
124,"fl_myopic"
161,"fl_myopic"
176,"fl_myopic"
169,"fl_myopic"
188,"fl_myopic"
182,"fl_myopic"
142,"fl_myopic"
173,"fl_myopic"
163,"fl_myopic"
170,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
106,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
173,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
182,"fl_myopic"
154,"fl_myopic"
157,"fl_myopic"
188,"fl_myopic"
164,"fl_myopic"
160,"fl_myopic"
139,"fl_myopic"
188,"fl_myopic"
151,"fl_myopic"
188,"fl_myopic"
161,"fl_myopic"
151,"fl_myopic"
180,"fl_myopic"
182,"fl_myopic"
184,"fl_myopic"
142,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
99,"fl_myopic"
129,"fl_myopic"
188,"fl_myopic"
170,"fl_myopic"
186,"fl_myopic"
112,"fl_myopic"
182,"fl_myopic"
112,"fl_myopic"
176,"fl_myopic"
150,"fl_myopic"
188,"fl_myopic"
154,"fl_myopic"
188,"fl_myopic"
170,"fl_myopic"
173,"fl_myopic"
116,"fl_myopic"
136,"fl_myopic"
116,"fl_myopic"
188,"fl_myopic"
99,"fl_myopic"
167,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
164,"fl_myopic"
173,"fl_myopic"
124,"fl_myopic"
163,"fl_myopic"
157,"fl_myopic"
124,"fl_myopic"
184,"fl_myopic"
188,"fl_myopic"
184,"fl_myopic"
188,"fl_myopic"
182,"fl_myopic"
182,"fl_myopic"
173,"fl_myopic"
124,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
173,"fl_myopic"
84,"fl_myopic"
124,"fl_myopic"
173,"fl_myopic"
115,"fl_myopic"
136,"fl_myopic"
163,"fl_myopic"
91,"fl_myopic"
90,"fl_myopic"
186,"fl_myopic"
182,"fl_myopic"
179,"fl_myopic"
170,"fl_myopic"
143,"fl_myopic"
145,"fl_myopic"
186,"fl_myopic"
142,"fl_myopic"
186,"fl_myopic"
175,"fl_myopic"
142,"fl_myopic"
178,"fl_myopic"
154,"fl_myopic"
136,"fl_myopic"
184,"fl_myopic"
170,"fl_myopic"
124,"fl_myopic"
123,"fl_myopic"
109,"fl_myopic"
180,"fl_myopic"
178,"fl_myopic"
182,"fl_myopic"
153,"fl_myopic"
178,"fl_myopic"
155,"fl_myopic"
188,"fl_myopic"
161,"fl_myopic"
173,"fl_myopic"
182,"fl_myopic"
179,"fl_myopic"
114,"fl_myopic"
188,"fl_myopic"
139,"fl_myopic"
179,"fl_myopic"
176,"fl_myopic"
114,"fl_myopic"
146,"fl_myopic"
165,"fl_myopic"
149,"fl_myopic"
188,"fl_myopic"
155,"fl_myopic"
154,"fl_myopic"
139,"fl_myopic"
188,"fl_myopic"
131,"fl_myopic"
155,"fl_myopic"
164,"fl_myopic"
178,"fl_myopic"
106,"fl_myopic"
176,"fl_myopic"
180,"fl_myopic"
126,"fl_myopic"
188,"fl_myopic"
161,"fl_myopic"
154,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
186,"fl_myopic"
166,"fl_myopic"
188,"fl_myopic"
90,"fl_myopic"
184,"fl_myopic"
148,"fl_myopic"
151,"fl_myopic"
188,"fl_myopic"
161,"fl_myopic"
184,"fl_myopic"
182,"fl_myopic"
145,"fl_myopic"
148,"fl_myopic"
188,"fl_myopic"
96,"fl_myopic"
188,"fl_myopic"
161,"fl_myopic"
184,"fl_myopic"
148,"fl_myopic"
143,"fl_myopic"
184,"fl_myopic"
166,"fl_myopic"
154,"fl_myopic"
143,"fl_myopic"
131,"fl_myopic"
157,"fl_myopic"
137,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
170,"fl_myopic"
114,"fl_myopic"
182,"fl_myopic"
170,"fl_myopic"
164,"fl_myopic"
173,"fl_myopic"
178,"fl_myopic"
188,"fl_myopic"
118,"fl_myopic"
188,"fl_myopic"
154,"fl_myopic"
124,"fl_myopic"
161,"fl_myopic"
144,"fl_myopic"
165,"fl_myopic"
188,"fl_myopic"
106,"fl_myopic"
161,"fl_myopic"
173,"fl_myopic"
160,"fl_myopic"
163,"fl_myopic"
154,"fl_myopic"
163,"fl_myopic"
176,"fl_myopic"
158,"fl_myopic"
186,"fl_myopic"
99,"fl_myopic"
163,"fl_myopic"
179,"fl_myopic"
182,"fl_myopic"
124,"fl_myopic"
143,"fl_myopic"
154,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
152,"fl_myopic"
126,"fl_myopic"
178,"fl_myopic"
180,"fl_myopic"
129,"fl_myopic"
188,"fl_myopic"
168,"fl_myopic"
188,"fl_myopic"
173,"fl_myopic"
156,"fl_myopic"
154,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
180,"fl_myopic"
173,"fl_myopic"
124,"fl_myopic"
178,"fl_myopic"
179,"fl_myopic"
170,"fl_myopic"
182,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
149,"fl_myopic"
188,"fl_myopic"
115,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
182,"fl_myopic"
167,"fl_myopic"
146,"fl_myopic"
167,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
172,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
179,"fl_myopic"
124,"fl_myopic"
124,"fl_myopic"
176,"fl_myopic"
184,"fl_myopic"
138,"fl_myopic"
170,"fl_myopic"
161,"fl_myopic"
99,"fl_myopic"
170,"fl_myopic"
155,"fl_myopic"
184,"fl_myopic"
154,"fl_myopic"
182,"fl_myopic"
151,"fl_myopic"
99,"fl_myopic"
188,"fl_myopic"
179,"fl_myopic"
157,"fl_myopic"
173,"fl_myopic"
161,"fl_myopic"
161,"fl_myopic"
116,"fl_myopic"
161,"fl_myopic"
124,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
184,"fl_myopic"
176,"fl_myopic"
129,"fl_myopic"
188,"fl_myopic"
173,"fl_myopic"
176,"fl_myopic"
175,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
176,"fl_myopic"
126,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
179,"fl_myopic"
176,"fl_myopic"
163,"fl_myopic"
184,"fl_myopic"
165,"fl_myopic"
179,"fl_myopic"
173,"fl_myopic"
168,"fl_myopic"
188,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
103,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
121,"fl_myopic"
157,"fl_myopic"
166,"fl_myopic"
145,"fl_myopic"
157,"fl_myopic"
176,"fl_myopic"
184,"fl_myopic"
178,"fl_myopic"
170,"fl_myopic"
157,"fl_myopic"
154,"fl_myopic"
182,"fl_myopic"
180,"fl_myopic"
188,"fl_myopic"
124,"fl_myopic"
180,"fl_myopic"
176,"fl_myopic"
157,"fl_myopic"
90,"fl_myopic"
157,"fl_myopic"
188,"fl_myopic"
161,"fl_myopic"
182,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
166,"fl_myopic"
188,"fl_myopic"
152,"fl_myopic"
90,"fl_myopic"
188,"fl_myopic"
107,"fl_myopic"
188,"fl_myopic"
90,"fl_myopic"
188,"fl_myopic"
178,"fl_myopic"
124,"fl_myopic"
166,"fl_myopic"
144,"fl_myopic"
179,"fl_myopic"
136,"fl_myopic"
186,"fl_myopic"
154,"fl_myopic"
170,"fl_myopic"
124,"fl_myopic"
188,"fl_myopic"
154,"fl_myopic"
170,"fl_myopic"
186,"fl_myopic"
180,"fl_myopic"
163,"fl_myopic"
57,"fl_myopic"
168,"fl_myopic"
186,"fl_myopic"
179,"fl_myopic"
153,"fl_myopic"
146,"fl_myopic"
188,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
182,"fl_myopic"
145,"fl_myopic"
182,"fl_myopic"
170,"fl_myopic"
161,"fl_myopic"
186,"fl_myopic"
124,"fl_myopic"
182,"fl_myopic"
180,"fl_myopic"
172,"fl_myopic"
176,"fl_myopic"
172,"fl_myopic"
176,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
124,"fl_myopic"
188,"fl_myopic"
144,"fl_myopic"
153,"fl_myopic"
124,"fl_myopic"
180,"fl_myopic"
154,"fl_myopic"
164,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
163,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
180,"fl_myopic"
163,"fl_myopic"
170,"fl_myopic"
166,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
161,"fl_myopic"
165,"fl_myopic"
180,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
168,"fl_myopic"
182,"fl_myopic"
112,"fl_myopic"
176,"fl_myopic"
182,"fl_myopic"
145,"fl_myopic"
174,"fl_myopic"
173,"fl_myopic"
109,"fl_myopic"
161,"fl_myopic"
161,"fl_myopic"
159,"fl_myopic"
180,"fl_myopic"
179,"fl_myopic"
161,"fl_myopic"
176,"fl_myopic"
154,"fl_myopic"
115,"fl_myopic"
170,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
173,"fl_myopic"
171,"fl_myopic"
124,"fl_myopic"
182,"fl_myopic"
170,"fl_myopic"
145,"fl_myopic"
102,"fl_myopic"
179,"fl_myopic"
146,"fl_myopic"
142,"fl_myopic"
184,"fl_myopic"
186,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
167,"fl_myopic"
188,"fl_myopic"
148,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
182,"fl_myopic"
144,"fl_myopic"
114,"fl_myopic"
117,"fl_myopic"
176,"fl_myopic"
163,"fl_myopic"
118,"fl_myopic"
163,"fl_myopic"
154,"fl_myopic"
182,"fl_myopic"
150,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
170,"fl_myopic"
161,"fl_myopic"
186,"fl_myopic"
161,"fl_myopic"
178,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
164,"fl_myopic"
164,"fl_myopic"
120,"fl_myopic"
176,"fl_myopic"
188,"fl_myopic"
162,"fl_myopic"
173,"fl_myopic"
182,"fl_myopic"
176,"fl_myopic"
153,"fl_myopic"
139,"fl_myopic"
188,"fl_myopic"
170,"fl_myopic"
124,"fl_myopic"
182,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
124,"fl_myopic"
151,"fl_myopic"
184,"fl_myopic"
155,"fl_myopic"
180,"fl_myopic"
163,"fl_myopic"
154,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
124,"fl_myopic"
169,"fl_myopic"
148,"fl_myopic"
124,"fl_myopic"
154,"fl_myopic"
184,"fl_myopic"
175,"fl_myopic"
188,"fl_myopic"
173,"fl_myopic"
90,"fl_myopic"
109,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
178,"fl_myopic"
188,"fl_myopic"
153,"fl_myopic"
119,"fl_myopic"
173,"fl_myopic"
173,"fl_myopic"
188,"fl_myopic"
166,"fl_myopic"
146,"fl_myopic"
182,"fl_myopic"
168,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
173,"fl_myopic"
182,"fl_myopic"
188,"fl_myopic"
148,"fl_myopic"
129,"fl_myopic"
176,"fl_myopic"
161,"fl_myopic"
188,"fl_myopic"
145,"fl_myopic"
161,"fl_myopic"
80,"fl_myopic"
184,"fl_myopic"
124,"fl_myopic"
186,"fl_myopic"
161,"fl_myopic"
173,"fl_myopic"
161,"fl_myopic"
153,"fl_myopic"
161,"fl_myopic"
182,"fl_myopic"
116,"fl_myopic"
176,"fl_myopic"
161,"fl_myopic"
173,"fl_myopic"
153,"fl_myopic"
182,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
184,"fl_myopic"
152,"fl_myopic"
178,"fl_myopic"
163,"fl_myopic"
188,"fl_myopic"
178,"fl_myopic"
186,"fl_myopic"
166,"fl_myopic"
172,"fl_myopic"
149,"fl_myopic"
182,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
91,"fl_myopic"
124,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
135,"fl_myopic"
188,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
80,"fl_myopic"
182,"fl_myopic"
188,"fl_myopic"
154,"fl_myopic"
170,"fl_myopic"
170,"fl_myopic"
157,"fl_myopic"
170,"fl_myopic"
159,"fl_myopic"
188,"fl_myopic"
158,"fl_myopic"
115,"fl_myopic"
182,"fl_myopic"
142,"fl_myopic"
188,"fl_myopic"
139,"fl_myopic"
148,"fl_myopic"
186,"fl_myopic"
188,"fl_myopic"
184,"fl_myopic"
149,"fl_myopic"
176,"fl_myopic"
170,"fl_myopic"
176,"fl_myopic"
178,"fl_myopic"
118,"fl_myopic"
188,"fl_myopic"
176,"fl_myopic"
186,"fl_myopic"
188,"fl_myopic"
157,"fl_myopic"
